"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Korea (the Democratic People's Republic of)","98.65","146","2011"
"Slovakia","98.59","147","2011"
"Portugal","98.26","148","2011"
"Marshall Islands (the)","97.12","149","2011"
"Ireland","96.93","150","2011"
"Colombia","96.4","151","2011"
"Nigeria","96.29","152","2011"
"Grenada","96.06","153","2011"
"Germany","95.2","154","2011"
"Italy","94.65","155","2011"
"Micronesia (Federated States of)","93.71","156","2011"
"Greece","93.65","157","2011"
"Slovenia","92.7","158","2011"
"Korea (the Republic of)","92.54","159","2011"
"Japan","92.09","160","2011"
"Zimbabwe","91.93","161","2011"
"Seychelles","90.93","162","2011"
"Panama","89.57","163","2011"
"Lebanon","88.6","164","2011"
"Mauritius","87.95","165","2011"
"Iceland","87.23","166","2011"
"Belize","87.04","167","2011"
"Saudi Arabia","86.9","168","2011"
"Somalia","86.17","169","2011"
"Gambia (the)","85.12","170","2011"
"Luxembourg","84.7","171","2011"
"Hungary","84.15","172","2011"
"Fiji","83.68","173","2011"
"Uganda","83.43","174","2011"
"Cuba","81.34","175","2011"
"Norway","80.43","176","2011"
"Barbados","79.81","177","2011"
"Georgia","79.59","178","2011"
"Eritrea","77.04","179","2011"
"Palestine, State of","74.67","180","2011"
"Cyprus","72.81","181","2011"
"Turkmenistan","71.73","182","2011"
"Saint Lucia","68.43","183","2011"
"Maldives","65.71","184","2011"
"Trinidad and Tobago","60.32","185","2011"
"Montenegro","56.57","186","2011"
"Kiribati","54.18","187","2011"
"United Arab Emirates (the)","36.84","188","2011"
"Saint Kitts and Nevis","31.26","189","2011"
"San Marino","null","190","2011"
"Holy See (the)","null","191","2011"
"Andorra","null","192","2011"
"Monaco","null","193","2011"
"Taiwan","null","194","2011"
"South Sudan","null","195","2011"
"Bonaire","null","196","2011"
"Curaçao","null","197","2011"
"Sint Maarten (Dutch part)","null","198","2011"
"Palau","null","199","2011"
"Faroe Islands","null","200","2011"
"United States Minor Outlying Islands","null","201","2011"
"Serranilla Bank","null","202","2011"
"Scarborough Reef","null","203","2011"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2011"
"Spratly Islands","null","205","2011"
"American Samoa","null","206","2011"
"Greenland","null","207","2011"
"Guam","null","208","2011"
"Northern Mariana Islands","null","209","2011"
"Puerto Rico","null","210","2011"
"United States Virgin Islands","null","211","2011"
"Somaliland","null","212","2011"
"Northern Cyprus","null","213","2011"
"Cyprus No Mans Area","null","214","2011"
"Western Sahara","null","215","2011"
"Siachen Glacier","null","216","2011"
"Kosovo","null","217","2011"
