"Country","GDP growth (annual %)","Rank","Year"
"Nepal","4.12","82","2013"
"Chile","4.04","83","2013"
"Guinea","3.93","84","2013"
"Eswatini","3.86","85","2013"
"Papua New Guinea","3.82","86","2013"
"Lebanon","3.81","87","2013"
"Romania","3.77","88","2013"
"Marshall Islands (the)","3.71","89","2013"
"Guatemala","3.69","90","2013"
"Luxembourg","3.65","91","2013"
"Guyana","3.65","92","2013"
"Georgia","3.62","93","2013"
"Uganda","3.58","94","2013"
"Lithuania","3.55","95","2013"
"Montenegro","3.54","96","2013"
"Sri Lanka","3.39","97","2013"
"Mauritius","3.36","98","2013"
"Armenia","3.29","99","2013"
"Guinea-Bissau","3.25","100","2013"
"Korea (the Republic of)","3.16","101","2013"
"Haiti","3.08","102","2013"
"Brazil","3","103","2013"
"Suriname","2.93","104","2013"
"North Macedonia","2.92","105","2013"
"Serbia","2.89","106","2013"
"Gambia (the)","2.87","107","2013"
"Tunisia","2.87","108","2013"
"Senegal","2.82","109","2013"
"Algeria","2.79","110","2013"
"Honduras","2.79","111","2013"
"Cuba","2.74","112","2013"
"Saudi Arabia","2.69","113","2013"
"Thailand","2.68","114","2013"
"World","2.66","","2013"
"New Zealand","2.62","115","2013"
"Jordan","2.6","116","2013"
"Australia","2.58","117","2013"
"South Africa","2.48","118","2013"
"Argentina","2.4","119","2013"
"Grenada","2.35","120","2013"
"Bosnia and Herzegovina","2.34","121","2013"
"Canada","2.32","122","2013"
"Latvia","2.31","123","2013"
"Madagascar","2.3","124","2013"
"Mali","2.29","125","2013"
"Costa Rica","2.26","126","2013"
"El Salvador","2.23","127","2013"
"Trinidad and Tobago","2.22","128","2013"
"Egypt","2.18","129","2013"
"United Kingdom","2.13","130","2013"
"Bhutan","2.11","131","2013"
"Timor-Leste","2.11","132","2013"
"Japan","2","133","2013"
"Zimbabwe","1.98","134","2013"
"Vanuatu","1.96","135","2013"
"Hungary","1.86","136","2013"
"Switzerland","1.85","137","2013"
"United States of America (the)","1.84","138","2013"
"Saint Vincent and the Grenadines","1.83","139","2013"
"Russian Federation (the)","1.75","140","2013"
"Ireland","1.35","141","2013"
"Mexico","1.35","142","2013"
"Estonia","1.34","143","2013"
"Venezuela (Bolivarian Republic of)","1.34","144","2013"
"Belize","1.3","145","2013"
"Sint Maarten (Dutch part)","1.3","146","2013"
"Sweden","1.18","147","2013"
"Kuwait","1.14","148","2013"
"Poland","1.12","149","2013"
"Norway","1.03","150","2013"
"Albania","1","151","2013"
"Belarus","1","152","2013"
"Denmark","0.93","153","2013"
"Cabo Verde","0.8","154","2013"
"Slovakia","0.66","155","2013"
"France","0.57","156","2013"
"Jamaica","0.5","157","2013"
"Belgium","0.45","158","2013"
"Germany","0.43","159","2013"
"Bulgaria","0.32","160","2013"
"Tonga","0.31","161","2013"
"Austria","0.02","162","2013"
"Ukraine","-0.03","172","2013"
"Czechia","-0.05","173","2013"
"Netherlands (the)","-0.14","174","2013"
"Iran (Islamic Republic of)","-0.2","175","2013"
"Samoa","-0.42","176","2013"
"Croatia","-0.45","177","2013"
"Antigua and Barbuda","-0.61","178","2013"
"Congo (the)","-0.72","179","2013"
"San Marino","-0.79","180","2013"
"Curaçao","-0.8","181","2013"
"Finland","-0.91","182","2013"
"Portugal","-0.93","183","2013"
"Dominica","-1","184","2013"
"Slovenia","-1.03","185","2013"
"Barbados","-1.41","186","2013"
"Spain","-1.44","187","2013"
"Italy","-1.85","188","2013"
"Brunei Darussalam","-2.13","189","2013"
"Bahamas (the)","-2.68","190","2013"
"Saint Lucia","-3.18","191","2013"
"Greece","-3.25","192","2013"
"Palau","-3.39","193","2013"
"Andorra","-3.55","194","2013"
"Micronesia (Federated States of)","-3.68","195","2013"
"Equatorial Guinea","-4.14","196","2013"
"Cyprus","-6.56","197","2013"
"Libya","-13.6","198","2013"
"Central African Republic (the)","-36.4","199","2013"
"Liechtenstein","null","163","2013"
"Holy See (the)","null","164","2013"
"Syrian Arab Republic (the)","null","165","2013"
"Taiwan","null","166","2013"
"Korea (the Democratic People's Republic of)","null","167","2013"
"Eritrea","null","168","2013"
"Somalia","null","169","2013"
"Djibouti","null","170","2013"
"Bonaire","null","171","2013"
"Faroe Islands","null","200","2013"
"United States Minor Outlying Islands","null","201","2013"
"Serranilla Bank","null","202","2013"
"Scarborough Reef","null","203","2013"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2013"
"Spratly Islands","null","205","2013"
"American Samoa","null","206","2013"
"Greenland","null","207","2013"
"Guam","null","208","2013"
"Northern Mariana Islands","null","209","2013"
"Puerto Rico","null","210","2013"
"United States Virgin Islands","null","211","2013"
"Somaliland","null","212","2013"
"Northern Cyprus","null","213","2013"
"Cyprus No Mans Area","null","214","2013"
"Western Sahara","null","215","2013"
"Siachen Glacier","null","216","2013"
"Kosovo","null","217","2013"
