"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Guyana","2.99","89","2017"
"Moldova (the Republic of)","2.96","90","2017"
"Jordan","2.66","91","2017"
"Lao People's Democratic Republic (the)","2.66","92","2017"
"Tunisia","2.61","93","2017"
"Grenada","2.61","94","2017"
"Georgia","2.58","95","2017"
"Panama","2.49","96","2017"
"Egypt","2.47","97","2017"
"Jamaica","2.46","98","2017"
"Saint Vincent and the Grenadines","2.45","99","2017"
"Dominica","2.37","100","2017"
"Viet Nam","2.34","101","2017"
"Gabon","2.27","102","2017"
"Cuba","2.26","103","2017"
"Ecuador","2.24","104","2017"
"Dominican Republic (the)","2.22","105","2017"
"Brazil","2.16","106","2017"
"Fiji","2.06","107","2017"
"Saint Lucia","2.04","108","2017"
"Indonesia","2.01","109","2017"
"Bolivia (Plurinational State of)","1.98","110","2017"
"Albania","1.94","111","2017"
"Morocco","1.85","112","2017"
"Armenia","1.8","113","2017"
"Namibia","1.8","114","2017"
"Bhutan","1.78","115","2017"
"Uruguay","1.76","116","2017"
"Tonga","1.76","117","2017"
"Belize","1.72","118","2017"
"India","1.71","119","2017"
"Peru","1.71","120","2017"
"Syrian Arab Republic (the)","1.7","121","2017"
"Costa Rica","1.65","122","2017"
"Colombia","1.55","123","2017"
"Samoa","1.53","124","2017"
"Micronesia (Federated States of)","1.52","125","2017"
"Kyrgyzstan","1.5","126","2017"
"Philippines (the)","1.29","127","2017"
"Lesotho","1.16","128","2017"
"Paraguay","1.16","129","2017"
"Cabo Verde","1.09","130","2017"
"Sri Lanka","1.08","131","2017"
"Angola","1.03","132","2017"
"Guatemala","1.02","133","2017"
"El Salvador","0.99","134","2017"
"Pakistan","0.95","135","2017"
"Honduras","0.95","136","2017"
"Eswatini","0.92","137","2017"
"Papua New Guinea","0.91","138","2017"
"Korea (the Democratic People's Republic of)","0.88","139","2017"
"Mauritania","0.88","140","2017"
"Tuvalu","0.87","141","2017"
"Nicaragua","0.84","142","2017"
"Cambodia","0.71","143","2017"
"Tajikistan","0.71","144","2017"
"Zimbabwe","0.71","145","2017"
"Kiribati","0.7","146","2017"
"Benin","0.65","147","2017"
"Congo (the)","0.63","148","2017"
"Senegal","0.62","149","2017"
"Sao Tome and Principe","0.62","150","2017"
"Nigeria","0.59","151","2017"
"Vanuatu","0.59","152","2017"
"Myanmar","0.58","153","2017"
"Solomon Islands","0.55","154","2017"
"Ghana","0.5","155","2017"
"Bangladesh","0.49","156","2017"
"Sudan (the)","0.49","157","2017"
"Djibouti","0.49","158","2017"
"Timor-Leste","0.48","159","2017"
"Côte d'Ivoire","0.42","160","2017"
"Zambia","0.41","161","2017"
"Nepal","0.39","162","2017"
"Kenya","0.37","163","2017"
"Yemen","0.36","164","2017"
"Cameroon","0.33","165","2017"
"Comoros (the)","0.3","166","2017"
"Haiti","0.3","167","2017"
"Mali","0.27","168","2017"
"Liberia","0.26","169","2017"
"Togo","0.26","170","2017"
"Gambia (the)","0.24","171","2017"
"Guinea","0.24","172","2017"
"Eritrea","0.21","173","2017"
"Burkina Faso","0.21","174","2017"
"Mozambique","0.21","175","2017"
"Afghanistan","0.2","176","2017"
"Tanzania, the United Republic of","0.2","177","2017"
"Guinea-Bissau","0.16","178","2017"
"Ethiopia","0.14","179","2017"
"Uganda","0.14","180","2017"
"Madagascar","0.13","181","2017"
"South Sudan","0.13","182","2017"
"Sierra Leone","0.12","183","2017"
"Niger (the)","0.09","184","2017"
"Malawi","0.08","185","2017"
"Rwanda","0.08","186","2017"
"Central African Republic (the)","0.06","187","2017"
"Chad","0.06","188","2017"
"Burundi","0.05","189","2017"
"Somalia","0.04","190","2017"
"Congo (the Democratic Republic of the)","0.02","191","2017"
"San Marino","null","192","2017"
"Holy See (the)","null","193","2017"
"Monaco","null","194","2017"
"Taiwan","null","195","2017"
"Palestine, State of","null","196","2017"
"Bonaire","null","197","2017"
"Curaçao","null","198","2017"
"Sint Maarten (Dutch part)","null","199","2017"
"Faroe Islands","null","200","2017"
"United States Minor Outlying Islands","null","201","2017"
"Serranilla Bank","null","202","2017"
"Scarborough Reef","null","203","2017"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2017"
"Spratly Islands","null","205","2017"
"American Samoa","null","206","2017"
"Greenland","null","207","2017"
"Guam","null","208","2017"
"Northern Mariana Islands","null","209","2017"
"Puerto Rico","null","210","2017"
"United States Virgin Islands","null","211","2017"
"Somaliland","null","212","2017"
"Northern Cyprus","null","213","2017"
"Cyprus No Mans Area","null","214","2017"
"Western Sahara","null","215","2017"
"Siachen Glacier","null","216","2017"
"Kosovo","null","217","2017"
