"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Holy See (the)","null","193","2004"
"Monaco","null","194","2004"
"Taiwan","null","195","2004"
"South Sudan","null","196","2004"
"Bonaire","null","197","2004"
"Curaçao","null","198","2004"
"Sint Maarten (Dutch part)","null","199","2004"
"Faroe Islands","null","200","2004"
"United States Minor Outlying Islands","null","201","2004"
"Serranilla Bank","null","202","2004"
"Scarborough Reef","null","203","2004"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2004"
"Spratly Islands","null","205","2004"
"American Samoa","null","206","2004"
"Greenland","null","207","2004"
"Guam","null","208","2004"
"Northern Mariana Islands","null","209","2004"
"Puerto Rico","null","210","2004"
"United States Virgin Islands","null","211","2004"
"Somaliland","null","212","2004"
"Northern Cyprus","null","213","2004"
"Cyprus No Mans Area","null","214","2004"
"Western Sahara","null","215","2004"
"Siachen Glacier","null","216","2004"
"Kosovo","null","217","2004"
