"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Côte d'Ivoire","0.34","159","2011"
"Sudan (the)","0.33","160","2011"
"Solomon Islands","0.33","161","2011"
"Kenya","0.31","162","2011"
"Tajikistan","0.3","163","2011"
"Cameroon","0.3","164","2011"
"Myanmar","0.29","165","2011"
"Guinea","0.26","166","2011"
"Gambia (the)","0.24","167","2011"
"Timor-Leste","0.22","168","2011"
"Liberia","0.21","169","2011"
"Nepal","0.2","170","2011"
"Zambia","0.2","171","2011"
"Haiti","0.2","172","2011"
"Comoros (the)","0.19","173","2011"
"Eritrea","0.18","174","2011"
"Tanzania, the United Republic of","0.17","175","2011"
"Guinea-Bissau","0.15","176","2011"
"Burkina Faso","0.13","177","2011"
"Mali","0.13","178","2011"
"Sierra Leone","0.13","179","2011"
"Mozambique","0.13","180","2011"
"Uganda","0.12","181","2011"
"Madagascar","0.11","182","2011"
"Ethiopia","0.07","183","2011"
"Malawi","0.07","184","2011"
"Niger (the)","0.07","185","2011"
"Central African Republic (the)","0.06","186","2011"
"Rwanda","0.06","187","2011"
"Chad","0.06","188","2011"
"Somalia","0.04","189","2011"
"Burundi","0.04","190","2011"
"Congo (the Democratic Republic of the)","0.03","191","2011"
"World","0","","2011"
"San Marino","null","192","2011"
"Holy See (the)","null","193","2011"
"Monaco","null","194","2011"
"Taiwan","null","195","2011"
"South Sudan","null","196","2011"
"Bonaire","null","197","2011"
"Curaçao","null","198","2011"
"Sint Maarten (Dutch part)","null","199","2011"
"Faroe Islands","null","200","2011"
"United States Minor Outlying Islands","null","201","2011"
"Serranilla Bank","null","202","2011"
"Scarborough Reef","null","203","2011"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2011"
"Spratly Islands","null","205","2011"
"American Samoa","null","206","2011"
"Greenland","null","207","2011"
"Guam","null","208","2011"
"Northern Mariana Islands","null","209","2011"
"Puerto Rico","null","210","2011"
"United States Virgin Islands","null","211","2011"
"Somaliland","null","212","2011"
"Northern Cyprus","null","213","2011"
"Cyprus No Mans Area","null","214","2011"
"Western Sahara","null","215","2011"
"Siachen Glacier","null","216","2011"
"Kosovo","null","217","2011"
"Faroe Islands","null","218","2011"
"United States Minor Outlying Islands","null","219","2011"
"Serranilla Bank","null","220","2011"
"Scarborough Reef","null","221","2011"
"Bajo Nuevo Bank (Petrel Is.)","null","222","2011"
"Spratly Islands","null","223","2011"
"American Samoa","null","224","2011"
"Greenland","null","225","2011"
"Guam","null","226","2011"
"Northern Mariana Islands","null","227","2011"
"Puerto Rico","null","228","2011"
"United States Virgin Islands","null","229","2011"
"Somaliland","null","230","2011"
"Northern Cyprus","null","231","2011"
"Cyprus No Mans Area","null","232","2011"
"Western Sahara","null","233","2011"
"Siachen Glacier","null","234","2011"
"Kosovo","null","235","2011"
