"Country","GDP growth (annual %)","Rank","Year"
"Uganda","5.63","70","2010"
"Israel","5.6","71","2010"
"Bangladesh","5.57","72","2010"
"Malta","5.54","73","2010"
"South Sudan","5.49","74","2010"
"Sierra Leone","5.34","75","2010"
"Mali","5.31","76","2010"
"Suriname","5.16","77","2010"
"Egypt","5.14","78","2010"
"Burundi","5.12","79","2010"
"Mexico","5.11","80","2010"
"Saudi Arabia","5.03","81","2010"
"Libya","5.02","82","2010"
"Costa Rica","4.95","83","2010"
"Luxembourg","4.86","84","2010"
"Guinea","4.82","85","2010"
"Nepal","4.81","86","2010"
"Azerbaijan","4.78","87","2010"
"Central African Republic (the)","4.63","88","2010"
"Guinea-Bissau","4.61","89","2010"
"Russian Federation (the)","4.5","90","2010"
"Colombia","4.49","91","2010"
"Nicaragua","4.41","92","2010"
"Angola","4.4","93","2010"
"Mauritius","4.37","94","2010"
"Bahrain","4.33","95","2010"
"World","4.3","","2010"
"Japan","4.19","96","2010"
"Germany","4.17","97","2010"
"Guyana","4.13","98","2010"
"Bolivia (Plurinational State of)","4.12","99","2010"
"Ukraine","3.83","100","2010"
"Morocco","3.81","101","2010"
"Eswatini","3.79","102","2010"
"Comoros (the)","3.79","103","2010"
"Poland","3.74","104","2010"
"Honduras","3.73","105","2010"
"Albania","3.7","106","2010"
"Algeria","3.59","107","2010"
"Senegal","3.56","108","2010"
"Ecuador","3.52","109","2010"
"Tunisia","3.51","110","2010"
"Sudan (the)","3.46","111","2010"
"Cameroon","3.42","112","2010"
"North Macedonia","3.35","113","2010"
"Trinidad and Tobago","3.32","114","2010"
"Sint Maarten (Dutch part)","3.19","115","2010"
"Finland","3.18","116","2010"
"Canada","3.08","117","2010"
"South Africa","3.03","118","2010"
"Switzerland","3","119","2010"
"Belize","3","120","2010"
"Fiji","2.95","121","2010"
"Belgium","2.86","122","2010"
"Guatemala","2.86","123","2010"
"Montenegro","2.73","124","2010"
"Estonia","2.69","125","2010"
"Mauritania","2.62","126","2010"
"Brunei Darussalam","2.59","127","2010"
"United States of America (the)","2.56","128","2010"
"Czechia","2.43","129","2010"
"Cuba","2.39","130","2010"
"Jordan","2.31","131","2010"
"Micronesia (Federated States of)","2.25","132","2010"
"Armenia","2.2","133","2010"
"Eritrea","2.19","134","2010"
"Benin","2.11","135","2010"
"El Salvador","2.1","136","2010"
"Monaco","2.09","137","2010"
"Australia","2.06","138","2010"
"Cyprus","2.01","139","2010"
"Côte d'Ivoire","2.01","140","2010"
"France","1.94","141","2010"
"United Kingdom","1.94","142","2010"
"Denmark","1.87","143","2010"
"Austria","1.83","144","2010"
"Ireland","1.8","145","2010"
"Portugal","1.73","146","2010"
"Italy","1.71","147","2010"
"Oman","1.71","148","2010"
"Lithuania","1.65","149","2010"
"Vanuatu","1.62","150","2010"
"Pakistan","1.6","151","2010"
"United Arab Emirates (the)","1.6","152","2010"
"Saint Lucia","1.6","153","2010"
"New Zealand","1.55","154","2010"
"Bahamas (the)","1.53","155","2010"
"Cabo Verde","1.46","156","2010"
"Netherlands (the)","1.34","157","2010"
"Slovenia","1.34","158","2010"
"Hungary","1.12","159","2010"
"Bosnia and Herzegovina","0.86","160","2010"
"Lesotho","0.82","161","2010"
"Tonga","0.8","162","2010"
"Serbia","0.73","163","2010"
"Norway","0.7","164","2010"
"Dominica","0.67","165","2010"
"Madagascar","0.61","166","2010"
"Bulgaria","0.55","167","2010"
"Samoa","0.47","168","2010"
"Palau","0.21","169","2010"
"Spain","0.16","170","2010"
"Curaçao","0.08","171","2010"
"Kyrgyzstan","-0.48","180","2010"
"Grenada","-0.52","181","2010"
"Saint Kitts and Nevis","-0.61","182","2010"
"Kiribati","-0.93","183","2010"
"Croatia","-1.32","184","2010"
"Jamaica","-1.47","185","2010"
"Venezuela (Bolivarian Republic of)","-1.49","186","2010"
"Andorra","-1.98","187","2010"
"Barbados","-2.29","188","2010"
"Kuwait","-2.38","189","2010"
"Tuvalu","-2.73","190","2010"
"Saint Vincent and the Grenadines","-3.36","191","2010"
"Iceland","-3.44","192","2010"
"Haiti","-3.81","193","2010"
"Romania","-3.91","194","2010"
"Latvia","-4.41","195","2010"
"Greece","-5.48","196","2010"
"San Marino","-5.48","197","2010"
"Antigua and Barbuda","-7.85","198","2010"
"Equatorial Guinea","-8.93","199","2010"
"Liechtenstein","null","172","2010"
"Holy See (the)","null","173","2010"
"Syrian Arab Republic (the)","null","174","2010"
"Taiwan","null","175","2010"
"Korea (the Democratic People's Republic of)","null","176","2010"
"Somalia","null","177","2010"
"Djibouti","null","178","2010"
"Bonaire","null","179","2010"
"Faroe Islands","null","200","2010"
"United States Minor Outlying Islands","null","201","2010"
"Serranilla Bank","null","202","2010"
"Scarborough Reef","null","203","2010"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2010"
"Spratly Islands","null","205","2010"
"American Samoa","null","206","2010"
"Greenland","null","207","2010"
"Guam","null","208","2010"
"Northern Mariana Islands","null","209","2010"
"Puerto Rico","null","210","2010"
"United States Virgin Islands","null","211","2010"
"Somaliland","null","212","2010"
"Northern Cyprus","null","213","2010"
"Cyprus No Mans Area","null","214","2010"
"Western Sahara","null","215","2010"
"Siachen Glacier","null","216","2010"
"Kosovo","null","217","2010"
