"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Cambodia","0.17","166","2002"
"Timor-Leste","0.17","167","2002"
"Congo (the)","0.17","168","2002"
"Liberia","0.14","169","2002"
"Sierra Leone","0.12","170","2002"
"Guinea-Bissau","0.12","171","2002"
"Nepal","0.1","172","2002"
"Tanzania, the United Republic of","0.1","173","2002"
"Burkina Faso","0.08","174","2002"
"Mozambique","0.08","175","2002"
"Madagascar","0.07","176","2002"
"Malawi","0.07","177","2002"
"Mali","0.07","178","2002"
"Ethiopia","0.06","179","2002"
"Somalia","0.06","180","2002"
"Central African Republic (the)","0.06","181","2002"
"Uganda","0.06","182","2002"
"Rwanda","0.06","183","2002"
"Niger (the)","0.05","184","2002"
"Chad","0.05","185","2002"
"Afghanistan","0.04","186","2002"
"Burundi","0.03","187","2002"
"Congo (the Democratic Republic of the)","0.01","188","2002"
"World","0","","2002"
"Liechtenstein","null","189","2002"
"Montenegro","null","190","2002"
"Serbia","null","191","2002"
"San Marino","null","192","2002"
"Holy See (the)","null","193","2002"
"Monaco","null","194","2002"
"Taiwan","null","195","2002"
"South Sudan","null","196","2002"
"Bonaire","null","197","2002"
"Curaçao","null","198","2002"
"Sint Maarten (Dutch part)","null","199","2002"
"Faroe Islands","null","200","2002"
"United States Minor Outlying Islands","null","201","2002"
"Serranilla Bank","null","202","2002"
"Scarborough Reef","null","203","2002"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2002"
"Spratly Islands","null","205","2002"
"American Samoa","null","206","2002"
"Greenland","null","207","2002"
"Guam","null","208","2002"
"Northern Mariana Islands","null","209","2002"
"Puerto Rico","null","210","2002"
"United States Virgin Islands","null","211","2002"
"Somaliland","null","212","2002"
"Northern Cyprus","null","213","2002"
"Cyprus No Mans Area","null","214","2002"
"Western Sahara","null","215","2002"
"Siachen Glacier","null","216","2002"
"Kosovo","null","217","2002"
