"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Saint Vincent and the Grenadines","2.46","102","2016"
"Viet Nam","2.39","103","2016"
"Ecuador","2.36","104","2016"
"Dominican Republic (the)","2.35","105","2016"
"Lao People's Democratic Republic (the)","2.24","106","2016"
"Brazil","2.14","107","2016"
"Fiji","1.99","108","2016"
"Bolivia (Plurinational State of)","1.95","109","2016"
"Saint Lucia","1.94","110","2016"
"Uruguay","1.9","111","2016"
"Indonesia","1.89","112","2016"
"Namibia","1.84","113","2016"
"Peru","1.82","114","2016"
"Morocco","1.79","115","2016"
"Belize","1.76","116","2016"
"Colombia","1.73","117","2016"
"Armenia","1.72","118","2016"
"Albania","1.71","119","2016"
"Bhutan","1.66","120","2016"
"India","1.64","121","2016"
"Costa Rica","1.64","122","2016"
"Kyrgyzstan","1.59","123","2016"
"Samoa","1.54","124","2016"
"Micronesia (Federated States of)","1.54","125","2016"
"Syrian Arab Republic (the)","1.51","126","2016"
"Tonga","1.48","127","2016"
"Angola","1.22","128","2016"
"Philippines (the)","1.2","129","2016"
"Korea (the Democratic People's Republic of)","1.18","130","2016"
"El Salvador","1.12","131","2016"
"Eswatini","1.1","132","2016"
"Guatemala","1.1","133","2016"
"Lesotho","1.09","134","2016"
"Paraguay","1.05","135","2016"
"Sri Lanka","1.03","136","2016"
"Cabo Verde","1.03","137","2016"
"Honduras","1.01","138","2016"
"Papua New Guinea","0.92","139","2016"
"Tuvalu","0.89","140","2016"
"Pakistan","0.88","141","2016"
"Nicaragua","0.85","142","2016"
"Zimbabwe","0.78","143","2016"
"Palestine, State of","0.74","144","2016"
"Kiribati","0.71","145","2016"
"Tajikistan","0.68","146","2016"
"Congo (the)","0.67","147","2016"
"Mauritania","0.67","148","2016"
"Benin","0.66","149","2016"
"Senegal","0.66","150","2016"
"Vanuatu","0.64","151","2016"
"Cambodia","0.62","152","2016"
"Sao Tome and Principe","0.59","153","2016"
"Nigeria","0.58","154","2016"
"Solomon Islands","0.58","155","2016"
"Timor-Leste","0.56","156","2016"
"Djibouti","0.52","157","2016"
"Sudan (the)","0.51","158","2016"
"Ghana","0.49","159","2016"
"Bangladesh","0.46","160","2016"
"Myanmar","0.41","161","2016"
"Yemen","0.4","162","2016"
"Côte d'Ivoire","0.39","163","2016"
"Kenya","0.38","164","2016"
"Cameroon","0.35","165","2016"
"Nepal","0.34","166","2016"
"Zambia","0.34","167","2016"
"Haiti","0.31","168","2016"
"Liberia","0.3","169","2016"
"Togo","0.3","170","2016"
"Comoros (the)","0.25","171","2016"
"Gambia (the)","0.24","172","2016"
"Guinea","0.24","173","2016"
"Mali","0.24","174","2016"
"Afghanistan","0.2","175","2016"
"Tanzania, the United Republic of","0.2","176","2016"
"Mozambique","0.2","177","2016"
"Eritrea","0.19","178","2016"
"Burkina Faso","0.18","179","2016"
"Guinea-Bissau","0.16","180","2016"
"South Sudan","0.15","181","2016"
"Ethiopia","0.14","182","2016"
"Uganda","0.14","183","2016"
"Sierra Leone","0.13","184","2016"
"Madagascar","0.12","185","2016"
"Niger (the)","0.09","186","2016"
"Rwanda","0.08","187","2016"
"Malawi","0.07","188","2016"
"Chad","0.07","189","2016"
"Central African Republic (the)","0.06","190","2016"
"Somalia","0.04","191","2016"
"Burundi","0.04","192","2016"
"Congo (the Democratic Republic of the)","0.02","193","2016"
"San Marino","null","194","2016"
"Holy See (the)","null","195","2016"
"Monaco","null","196","2016"
"Taiwan","null","197","2016"
"Bonaire","null","198","2016"
"Sint Maarten (Dutch part)","null","199","2016"
"Faroe Islands","null","200","2016"
"United States Minor Outlying Islands","null","201","2016"
"Serranilla Bank","null","202","2016"
"Scarborough Reef","null","203","2016"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2016"
"Spratly Islands","null","205","2016"
"American Samoa","null","206","2016"
"Greenland","null","207","2016"
"Guam","null","208","2016"
"Northern Mariana Islands","null","209","2016"
"Puerto Rico","null","210","2016"
"United States Virgin Islands","null","211","2016"
"Somaliland","null","212","2016"
"Northern Cyprus","null","213","2016"
"Cyprus No Mans Area","null","214","2016"
"Western Sahara","null","215","2016"
"Siachen Glacier","null","216","2016"
"Kosovo","null","217","2016"
