"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Myanmar","115.9","77","2012"
"Azerbaijan","115.89","78","2012"
"Cabo Verde","115.84","79","2012"
"Namibia","115.35","80","2012"
"Egypt","114.98","81","2012"
"Timor-Leste","114.12","82","2012"
"New Zealand","113.4","83","2012"
"Mexico","113.25","84","2012"
"Turkey","113.01","85","2012"
"Solomon Islands","112.59","86","2012"
"South Africa","112.4","87","2012"
"Equatorial Guinea","112.35","88","2012"
"Samoa","112.31","89","2012"
"Belarus","112.26","90","2012"
"Kazakhstan","111.89","91","2012"
"Ecuador","111.89","92","2012"
"Qatar","111.51","93","2012"
"Botswana","111.4","94","2012"
"Guyana","111.32","95","2012"
"Dominica","111.12","96","2012"
"Argentina","111.03","97","2012"
"Iraq","110.45","98","2012"
"Congo (the Democratic Republic of the)","110.34","99","2012"
"Eswatini","110.1","100","2012"
"Saint Vincent and the Grenadines","109.93","101","2012"
"Somalia","109.62","102","2012"
"Nauru","109.51","103","2012"
"Liberia","109.12","104","2012"
"Poland","109","105","2012"
"Marshall Islands (the)","108.64","106","2012"
"Russian Federation (the)","108.26","107","2012"
"Sweden","107.87","108","2012"
"North Macedonia","107.84","109","2012"
"Gambia (the)","107.71","110","2012"
"Nigeria","107.45","111","2012"
"Tuvalu","107.18","112","2012"
"Antigua and Barbuda","107.01","113","2012"
"Chile","106.93","114","2012"
"Belize","106.73","115","2012"
"Sao Tome and Principe","106.32","116","2012"
"Pakistan","106.28","117","2012"
"Bahrain","105.4","118","2012"
"Netherlands (the)","104.93","119","2012"
"Denmark","104.43","120","2012"
"Jamaica","104.37","121","2012"
"Paraguay","104.1","122","2012"
"Bhutan","104.09","123","2012"
"Lesotho","103.29","124","2012"
"Israel","102.9","125","2012"
"Zimbabwe","102.76","126","2012"
"Colombia","101.9","127","2012"
"Korea (the Democratic People's Republic of)","101.76","128","2012"
"Brunei Darussalam","101.73","129","2012"
"Kyrgyzstan","101.48","130","2012"
"Iran (Islamic Republic of)","100.92","131","2012"
"United States of America (the)","100.78","132","2012"
"Comoros (the)","99.78","133","2012"
"Switzerland","99.43","134","2012"
"Liechtenstein","99.2","135","2012"
"Iceland","98.64","136","2012"
"Germany","98.6","137","2012"
"Malta","97.5","138","2012"
"Seychelles","97.46","139","2012"
"Venezuela (Bolivarian Republic of)","97.37","140","2012"
"Portugal","96.98","141","2012"
"Grenada","96.9","142","2012"
"Bulgaria","96.82","143","2012"
"Croatia","96.17","144","2012"
"Greece","95.46","145","2012"
"France","95.32","146","2012"
"Japan","92.64","147","2012"
"United Kingdom","91.9","148","2012"
"Micronesia (Federated States of)","91.75","149","2012"
"Syrian Arab Republic (the)","91.57","150","2012"
"Czechia","90.92","151","2012"
"Finland","90.09","152","2012"
"Palestine, State of","89.23","153","2012"
"Italy","89.04","154","2012"
"Lebanon","88.54","155","2012"
"Korea (the Republic of)","88.54","156","2012"
"Belgium","88.35","157","2012"
"Panama","87.96","158","2012"
"Spain","87.56","159","2012"
"Ireland","86.93","160","2012"
"Cuba","86.81","161","2012"
"Austria","86.48","162","2012"
"Burundi","86.31","163","2012"
"Norway","85.01","164","2012"
"Saudi Arabia","84.68","165","2012"
"Mauritius","84.07","166","2012"
"Bosnia and Herzegovina","83","167","2012"
"Uganda","80.87","168","2012"
"Eritrea","80.2","169","2012"
"Moldova (the Republic of)","80.18","170","2012"
"Luxembourg","77.9","171","2012"
"Slovakia","75.81","172","2012"
"Serbia","75.71","173","2012"
"Slovenia","75.59","174","2012"
"Barbados","75.45","175","2012"
"Turkmenistan","75.23","176","2012"
"Georgia","73.48","177","2012"
"Hungary","73.14","178","2012"
"Romania","71.43","179","2012"
"Saint Lucia","65.51","180","2012"
"Fiji","65.31","181","2012"
"Cyprus","64.87","182","2012"
"Trinidad and Tobago","61.22","183","2012"
"Maldives","60.77","184","2012"
"Kiribati","53.97","185","2012"
"Montenegro","47.61","186","2012"
"United Arab Emirates (the)","34.5","187","2012"
"Saint Kitts and Nevis","31.26","188","2012"
"San Marino","null","189","2012"
"Holy See (the)","null","190","2012"
"Andorra","null","191","2012"
"Monaco","null","192","2012"
"Taiwan","null","193","2012"
"Sudan (the)","null","194","2012"
"South Sudan","null","195","2012"
"Bonaire","null","196","2012"
"Curaçao","null","197","2012"
"Sint Maarten (Dutch part)","null","198","2012"
"Palau","null","199","2012"
"Faroe Islands","null","200","2012"
"United States Minor Outlying Islands","null","201","2012"
"Serranilla Bank","null","202","2012"
"Scarborough Reef","null","203","2012"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2012"
"Spratly Islands","null","205","2012"
"American Samoa","null","206","2012"
"Greenland","null","207","2012"
"Guam","null","208","2012"
"Northern Mariana Islands","null","209","2012"
"Puerto Rico","null","210","2012"
"United States Virgin Islands","null","211","2012"
"Somaliland","null","212","2012"
"Northern Cyprus","null","213","2012"
"Cyprus No Mans Area","null","214","2012"
"Western Sahara","null","215","2012"
"Siachen Glacier","null","216","2012"
"Kosovo","null","217","2012"
