"Country","Crop production index (2004-2006 = 100)","Rank","Year"
"Côte d'Ivoire","null","111","2020"
"Benin","null","112","2020"
"Gabon","null","113","2020"
"Ghana","null","114","2020"
"Guinea","null","115","2020"
"Burkina Faso","null","116","2020"
"Kenya","null","117","2020"
"Madagascar","null","118","2020"
"Malawi","null","119","2020"
"Mali","null","120","2020"
"Mauritania","null","121","2020"
"Niger (the)","null","122","2020"
"Nigeria","null","123","2020"
"Uganda","null","124","2020"
"Rwanda","null","125","2020"
"Senegal","null","126","2020"
"Sierra Leone","null","127","2020"
"Sudan (the)","null","128","2020"
"Chad","null","129","2020"
"Togo","null","130","2020"
"Zambia","null","131","2020"
"Botswana","null","132","2020"
"Lesotho","null","133","2020"
"South Sudan","null","134","2020"
"Morocco","null","135","2020"
"Tunisia","null","136","2020"
"Algeria","null","137","2020"
"Mauritius","null","138","2020"
"Eswatini","null","139","2020"
"Guinea-Bissau","null","140","2020"
"Mozambique","null","141","2020"
"Sao Tome and Principe","null","142","2020"
"Angola","null","143","2020"
"Cabo Verde","null","144","2020"
"Comoros (the)","null","145","2020"
"Seychelles","null","146","2020"
"Djibouti","null","147","2020"
"Canada","null","148","2020"
"United States of America (the)","null","149","2020"
"Mexico","null","150","2020"
"Costa Rica","null","151","2020"
"Cuba","null","152","2020"
"Dominican Republic (the)","null","153","2020"
"Guatemala","null","154","2020"
"Haiti","null","155","2020"
"Honduras","null","156","2020"
"Nicaragua","null","157","2020"
"Panama","null","158","2020"
"El Salvador","null","159","2020"
"Argentina","null","160","2020"
"Brazil","null","161","2020"
"Chile","null","162","2020"
"Bolivia (Plurinational State of)","null","163","2020"
"Colombia","null","164","2020"
"Ecuador","null","165","2020"
"Paraguay","null","166","2020"
"Peru","null","167","2020"
"Uruguay","null","168","2020"
"Venezuela (Bolivarian Republic of)","null","169","2020"
"Jamaica","null","170","2020"
"Guyana","null","171","2020"
"Belize","null","172","2020"
"Trinidad and Tobago","null","173","2020"
"Barbados","null","174","2020"
"Grenada","null","175","2020"
"Bahamas (the)","null","176","2020"
"Suriname","null","177","2020"
"Dominica","null","178","2020"
"Saint Lucia","null","179","2020"
"Saint Vincent and the Grenadines","null","180","2020"
"Antigua and Barbuda","null","181","2020"
"Saint Kitts and Nevis","null","182","2020"
"Bonaire","null","183","2020"
"Curaçao","null","184","2020"
"Sint Maarten (Dutch part)","null","185","2020"
"Australia","null","186","2020"
"New Zealand","null","187","2020"
"Samoa","null","188","2020"
"Nauru","null","189","2020"
"Fiji","null","190","2020"
"Tonga","null","191","2020"
"Papua New Guinea","null","192","2020"
"Tuvalu","null","193","2020"
"Solomon Islands","null","194","2020"
"Kiribati","null","195","2020"
"Vanuatu","null","196","2020"
"Marshall Islands (the)","null","197","2020"
"Micronesia (Federated States of)","null","198","2020"
"Palau","null","199","2020"
"World","null","","2020"
"Faroe Islands","null","200","2020"
"United States Minor Outlying Islands","null","201","2020"
"Serranilla Bank","null","202","2020"
"Scarborough Reef","null","203","2020"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2020"
"Spratly Islands","null","205","2020"
"American Samoa","null","206","2020"
"Greenland","null","207","2020"
"Guam","null","208","2020"
"Northern Mariana Islands","null","209","2020"
"Puerto Rico","null","210","2020"
"United States Virgin Islands","null","211","2020"
"Somaliland","null","212","2020"
"Northern Cyprus","null","213","2020"
"Cyprus No Mans Area","null","214","2020"
"Western Sahara","null","215","2020"
"Siachen Glacier","null","216","2020"
"Kosovo","null","217","2020"
