"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Costa Rica","null","151","2019"
"Cuba","null","152","2019"
"Dominican Republic (the)","null","153","2019"
"Guatemala","null","154","2019"
"Haiti","null","155","2019"
"Honduras","null","156","2019"
"Nicaragua","null","157","2019"
"Panama","null","158","2019"
"El Salvador","null","159","2019"
"Argentina","null","160","2019"
"Brazil","null","161","2019"
"Chile","null","162","2019"
"Bolivia (Plurinational State of)","null","163","2019"
"Colombia","null","164","2019"
"Ecuador","null","165","2019"
"Paraguay","null","166","2019"
"Peru","null","167","2019"
"Uruguay","null","168","2019"
"Venezuela (Bolivarian Republic of)","null","169","2019"
"Jamaica","null","170","2019"
"Guyana","null","171","2019"
"Belize","null","172","2019"
"Trinidad and Tobago","null","173","2019"
"Barbados","null","174","2019"
"Grenada","null","175","2019"
"Bahamas (the)","null","176","2019"
"Suriname","null","177","2019"
"Dominica","null","178","2019"
"Saint Lucia","null","179","2019"
"Saint Vincent and the Grenadines","null","180","2019"
"Antigua and Barbuda","null","181","2019"
"Saint Kitts and Nevis","null","182","2019"
"Bonaire","null","183","2019"
"Curaçao","null","184","2019"
"Sint Maarten (Dutch part)","null","185","2019"
"Australia","null","186","2019"
"New Zealand","null","187","2019"
"Samoa","null","188","2019"
"Nauru","null","189","2019"
"Fiji","null","190","2019"
"Tonga","null","191","2019"
"Papua New Guinea","null","192","2019"
"Tuvalu","null","193","2019"
"Solomon Islands","null","194","2019"
"Kiribati","null","195","2019"
"Vanuatu","null","196","2019"
"Marshall Islands (the)","null","197","2019"
"Micronesia (Federated States of)","null","198","2019"
"Palau","null","199","2019"
"World","null","","2019"
"Faroe Islands","null","200","2019"
"United States Minor Outlying Islands","null","201","2019"
"Serranilla Bank","null","202","2019"
"Scarborough Reef","null","203","2019"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2019"
"Spratly Islands","null","205","2019"
"American Samoa","null","206","2019"
"Greenland","null","207","2019"
"Guam","null","208","2019"
"Northern Mariana Islands","null","209","2019"
"Puerto Rico","null","210","2019"
"United States Virgin Islands","null","211","2019"
"Somaliland","null","212","2019"
"Northern Cyprus","null","213","2019"
"Cyprus No Mans Area","null","214","2019"
"Western Sahara","null","215","2019"
"Siachen Glacier","null","216","2019"
"Kosovo","null","217","2019"
