"Country","GDP growth (annual %)","Rank","Year"
"Romania","2.95","98","2015"
"Colombia","2.95","99","2015"
"Zambia","2.92","100","2015"
"Timor-Leste","2.91","101","2015"
"United States of America (the)","2.9","102","2015"
"Maldives","2.88","103","2015"
"World","2.87","","2015"
"Belize","2.84","104","2015"
"Korea (the Republic of)","2.8","105","2015"
"Malawi","2.79","106","2015"
"Chad","2.76","107","2015"
"Argentina","2.73","108","2015"
"Nigeria","2.65","109","2015"
"Lesotho","2.65","110","2015"
"Jordan","2.49","111","2015"
"Bahrain","2.48","112","2015"
"Iraq","2.47","113","2015"
"San Marino","2.45","114","2015"
"Barbados","2.44","115","2015"
"Croatia","2.43","116","2015"
"El Salvador","2.39","117","2015"
"Mongolia","2.37","118","2015"
"United Kingdom","2.35","119","2015"
"Denmark","2.34","120","2015"
"Chile","2.3","121","2015"
"Israel","2.29","122","2015"
"Albania","2.21","123","2015"
"Slovenia","2.21","124","2015"
"Eswatini","2.2","125","2015"
"Australia","2.19","126","2015"
"Ghana","2.17","127","2015"
"Belgium","2.04","128","2015"
"Lithuania","2.02","129","2015"
"Norway","1.96","130","2015"
"Netherlands (the)","1.95","131","2015"
"Estonia","1.84","132","2015"
"Trinidad and Tobago","1.82","133","2015"
"Serbia","1.8","134","2015"
"Portugal","1.79","135","2015"
"Zimbabwe","1.77","136","2015"
"Benin","1.77","137","2015"
"Haiti","1.61","138","2015"
"Marshall Islands (the)","1.59","139","2015"
"Germany","1.49","140","2015"
"Afghanistan","1.45","141","2015"
"Andorra","1.43","142","2015"
"Solomon Islands","1.41","143","2015"
"Switzerland","1.33","144","2015"
"Saint Vincent and the Grenadines","1.33","145","2015"
"Japan","1.22","146","2015"
"Kazakhstan","1.19","147","2015"
"South Africa","1.19","148","2015"
"Tunisia","1.19","149","2015"
"Tonga","1.17","150","2015"
"France","1.11","151","2015"
"Comoros (the)","1.11","152","2015"
"Azerbaijan","1.04","153","2015"
"Saint Kitts and Nevis","1.03","154","2015"
"Austria","1.01","155","2015"
"Cabo Verde","1","156","2015"
"Angola","0.94","157","2015"
"Jamaica","0.92","158","2015"
"Italy","0.77","159","2015"
"Guyana","0.68","160","2015"
"Canada","0.65","161","2015"
"Kuwait","0.59","162","2015"
"Finland","0.54","163","2015"
"Sint Maarten (Dutch part)","0.4","164","2015"
"Uruguay","0.37","165","2015"
"Curaçao","0.27","166","2015"
"Bahamas (the)","0.23","167","2015"
"Lebanon","0.21","168","2015"
"Vanuatu","0.16","169","2015"
"Ecuador","0.09","170","2015"
"Liberia","0","176","2015"
"Moldova (the Republic of)","-0.34","181","2015"
"Brunei Darussalam","-0.4","182","2015"
"Greece","-0.44","183","2015"
"Iran (Islamic Republic of)","-1.33","184","2015"
"Saint Lucia","-1.37","185","2015"
"Botswana","-1.7","186","2015"
"Russian Federation (the)","-1.98","187","2015"
"Dominica","-2.7","188","2015"
"Congo (the)","-3.24","189","2015"
"Suriname","-3.42","190","2015"
"Brazil","-3.55","191","2015"
"Belarus","-3.83","192","2015"
"Burundi","-3.91","193","2015"
"Libya","-8.87","194","2015"
"Equatorial Guinea","-9.12","195","2015"
"Ukraine","-9.78","196","2015"
"South Sudan","-10.8","197","2015"
"Sierra Leone","-20.6","198","2015"
"Yemen","-28","199","2015"
"Liechtenstein","null","171","2015"
"Holy See (the)","null","172","2015"
"Syrian Arab Republic (the)","null","173","2015"
"Taiwan","null","174","2015"
"Korea (the Democratic People's Republic of)","null","175","2015"
"Eritrea","null","177","2015"
"Somalia","null","178","2015"
"Venezuela (Bolivarian Republic of)","null","179","2015"
"Bonaire","null","180","2015"
"Faroe Islands","null","200","2015"
"United States Minor Outlying Islands","null","201","2015"
"Serranilla Bank","null","202","2015"
"Scarborough Reef","null","203","2015"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2015"
"Spratly Islands","null","205","2015"
"American Samoa","null","206","2015"
"Greenland","null","207","2015"
"Guam","null","208","2015"
"Northern Mariana Islands","null","209","2015"
"Puerto Rico","null","210","2015"
"United States Virgin Islands","null","211","2015"
"Somaliland","null","212","2015"
"Northern Cyprus","null","213","2015"
"Cyprus No Mans Area","null","214","2015"
"Western Sahara","null","215","2015"
"Siachen Glacier","null","216","2015"
"Kosovo","null","217","2015"
