"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Djibouti","0.55","153","2012"
"Benin","0.49","154","2012"
"Kiribati","0.48","155","2012"
"Vanuatu","0.45","156","2012"
"Bangladesh","0.44","157","2012"
"Côte d'Ivoire","0.43","158","2012"
"Tajikistan","0.37","159","2012"
"Cambodia","0.36","160","2012"
"Togo","0.35","161","2012"
"Afghanistan","0.34","162","2012"
"Solomon Islands","0.32","163","2012"
"Sudan (the)","0.3","164","2012"
"Cameroon","0.28","165","2012"
"Kenya","0.28","166","2012"
"Timor-Leste","0.25","167","2012"
"Zambia","0.25","168","2012"
"Guinea","0.24","169","2012"
"Myanmar","0.23","170","2012"
"Liberia","0.23","171","2012"
"Gambia (the)","0.23","172","2012"
"Nepal","0.21","173","2012"
"Haiti","0.21","174","2012"
"Tanzania, the United Republic of","0.2","175","2012"
"Comoros (the)","0.19","176","2012"
"Burkina Faso","0.16","177","2012"
"Sierra Leone","0.15","178","2012"
"Guinea-Bissau","0.15","179","2012"
"Mali","0.14","180","2012"
"South Sudan","0.13","181","2012"
"Madagascar","0.12","182","2012"
"Mozambique","0.12","183","2012"
"Uganda","0.11","184","2012"
"Ethiopia","0.09","185","2012"
"Niger (the)","0.09","186","2012"
"Malawi","0.07","187","2012"
"Rwanda","0.07","188","2012"
"Chad","0.07","189","2012"
"Central African Republic (the)","0.06","190","2012"
"Somalia","0.04","191","2012"
"Burundi","0.04","192","2012"
"Congo (the Democratic Republic of the)","0.03","193","2012"
"World","0","","2012"
"San Marino","null","194","2012"
"Holy See (the)","null","195","2012"
"Monaco","null","196","2012"
"Taiwan","null","197","2012"
"Eritrea","null","198","2012"
"Bonaire","null","199","2012"
"Faroe Islands","null","200","2012"
"United States Minor Outlying Islands","null","201","2012"
"Serranilla Bank","null","202","2012"
"Scarborough Reef","null","203","2012"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2012"
"Spratly Islands","null","205","2012"
"American Samoa","null","206","2012"
"Greenland","null","207","2012"
"Guam","null","208","2012"
"Northern Mariana Islands","null","209","2012"
"Puerto Rico","null","210","2012"
"United States Virgin Islands","null","211","2012"
"Somaliland","null","212","2012"
"Northern Cyprus","null","213","2012"
"Cyprus No Mans Area","null","214","2012"
"Western Sahara","null","215","2012"
"Siachen Glacier","null","216","2012"
"Kosovo","null","217","2012"
