"Country","GDP growth (annual %)","Rank","Year"
"Belarus","5.37","69","2011"
"Lesotho","5.35","70","2011"
"Nigeria","5.3","71","2011"
"Malaysia","5.29","72","2011"
"India","5.24","73","2011"
"Morocco","5.24","74","2011"
"Bolivia (Plurinational State of)","5.2","75","2011"
"Guyana","5.19","76","2011"
"Uruguay","5.16","77","2011"
"Namibia","5.09","78","2011"
"Malawi","4.85","79","2011"
"Israel","4.78","80","2011"
"Poland","4.75","81","2011"
"Armenia","4.69","82","2011"
"Sint Maarten (Dutch part)","4.6","83","2011"
"Sao Tome and Principe","4.39","84","2011"
"Russian Federation (the)","4.3","85","2011"
"Costa Rica","4.3","86","2011"
"Paraguay","4.24","87","2011"
"Central African Republic (the)","4.19","88","2011"
"Mauritania","4.17","89","2011"
"Venezuela (Bolivarian Republic of)","4.17","90","2011"
"Samoa","4.17","91","2011"
"Guatemala","4.16","92","2011"
"Cameroon","4.12","93","2011"
"Comoros (the)","4.09","94","2011"
"Mauritius","4.07","95","2011"
"Burundi","4.03","96","2011"
"Brazil","3.97","97","2011"
"Cabo Verde","3.96","98","2011"
"Germany","3.92","99","2011"
"Philippines (the)","3.85","100","2011"
"Honduras","3.83","101","2011"
"El Salvador","3.81","102","2011"
"Brunei Darussalam","3.74","103","2011"
"Korea (the Republic of)","3.68","104","2011"
"Mexico","3.66","105","2011"
"Angola","3.47","106","2011"
"Nepal","3.42","107","2011"
"South Africa","3.28","108","2011"
"Montenegro","3.22","109","2011"
"Mali","3.21","110","2011"
"Sweden","3.19","111","2011"
"Micronesia (Federated States of)","3.18","112","2011"
"Canada","3.14","113","2011"
"Dominican Republic (the)","3.13","114","2011"
"World","3.13","","2011"
"Benin","2.96","115","2011"
"Austria","2.92","116","2011"
"Algeria","2.9","117","2011"
"Slovakia","2.84","118","2011"
"Cuba","2.8","119","2011"
"Pakistan","2.74","120","2011"
"Jordan","2.73","121","2011"
"Fiji","2.7","122","2011"
"Oman","2.65","123","2011"
"Iran (Islamic Republic of)","2.64","124","2011"
"Finland","2.54","125","2011"
"Albania","2.54","126","2011"
"Luxembourg","2.53","127","2011"
"Australia","2.46","128","2011"
"Bulgaria","2.35","129","2011"
"Niger (the)","2.35","130","2011"
"New Zealand","2.35","131","2011"
"North Macedonia","2.33","132","2011"
"Eswatini","2.24","133","2011"
"Congo (the)","2.2","134","2011"
"France","2.19","135","2011"
"Serbia","2.03","136","2011"
"Bahrain","1.98","137","2011"
"Hungary","1.93","138","2011"
"Belize","1.92","139","2011"
"Romania","1.9","140","2011"
"Iceland","1.88","141","2011"
"Saint Kitts and Nevis","1.82","142","2011"
"Czechia","1.76","143","2011"
"Egypt","1.76","144","2011"
"Jamaica","1.73","145","2011"
"Belgium","1.69","146","2011"
"Switzerland","1.69","147","2011"
"Kiribati","1.59","148","2011"
"Madagascar","1.57","149","2011"
"Netherlands (the)","1.55","150","2011"
"United States of America (the)","1.55","151","2011"
"United Kingdom","1.54","152","2011"
"Senegal","1.45","153","2011"
"Denmark","1.33","154","2011"
"Vanuatu","1.22","155","2011"
"Papua New Guinea","1.1","156","2011"
"Norway","0.98","157","2011"
"Bosnia and Herzegovina","0.95","158","2011"
"Slovenia","0.86","159","2011"
"Lebanon","0.86","160","2011"
"Thailand","0.84","161","2011"
"Grenada","0.76","162","2011"
"Italy","0.7","163","2011"
"Bahamas (the)","0.61","164","2011"
"Curaçao","0.61","165","2011"
"Malta","0.46","166","2011"
"Afghanistan","0.42","167","2011"
"Cyprus","0.4","168","2011"
"Ireland","0.34","169","2011"
"Chad","0.08","170","2011"
"Andorra","-0.01","179","2011"
"Japan","-0.12","180","2011"
"Croatia","-0.2","181","2011"
"Dominica","-0.23","182","2011"
"Trinidad and Tobago","-0.3","183","2011"
"Saint Vincent and the Grenadines","-0.42","184","2011"
"Barbados","-0.68","185","2011"
"Marshall Islands (the)","-0.76","186","2011"
"Spain","-0.82","187","2011"
"Azerbaijan","-1.58","188","2011"
"Portugal","-1.7","189","2011"
"Tunisia","-1.92","190","2011"
"Antigua and Barbuda","-1.96","191","2011"
"Sudan (the)","-1.97","192","2011"
"Côte d'Ivoire","-4.39","193","2011"
"South Sudan","-4.65","194","2011"
"Gambia (the)","-8.14","195","2011"
"San Marino","-8.32","196","2011"
"Greece","-9.14","197","2011"
"Yemen","-12.72","198","2011"
"Libya","-62.08","199","2011"
"Liechtenstein","null","171","2011"
"Holy See (the)","null","172","2011"
"Syrian Arab Republic (the)","null","173","2011"
"Taiwan","null","174","2011"
"Korea (the Democratic People's Republic of)","null","175","2011"
"Somalia","null","176","2011"
"Djibouti","null","177","2011"
"Bonaire","null","178","2011"
"Faroe Islands","null","200","2011"
"United States Minor Outlying Islands","null","201","2011"
"Serranilla Bank","null","202","2011"
"Scarborough Reef","null","203","2011"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2011"
"Spratly Islands","null","205","2011"
"American Samoa","null","206","2011"
"Greenland","null","207","2011"
"Guam","null","208","2011"
"Northern Mariana Islands","null","209","2011"
"Puerto Rico","null","210","2011"
"United States Virgin Islands","null","211","2011"
"Somaliland","null","212","2011"
"Northern Cyprus","null","213","2011"
"Cyprus No Mans Area","null","214","2011"
"Western Sahara","null","215","2011"
"Siachen Glacier","null","216","2011"
"Kosovo","null","217","2011"
