"Country","GDP growth (annual %)","Rank","Year"
"Syrian Arab Republic (the)","3.74","78","2019"
"Moldova (the Republic of)","3.68","79","2019"
"Croatia","3.48","80","2019"
"Cameroon","3.47","81","2019"
"United Arab Emirates (the)","3.41","82","2019"
"Luxembourg","3.28","83","2019"
"Colombia","3.28","84","2019"
"Slovenia","3.25","85","2019"
"Chad","3.24","86","2019"
"Ukraine","3.19","87","2019"
"Czechia","3.02","88","2019"
"Mauritius","3.01","89","2019"
"Central African Republic (the)","3","90","2019"
"Botswana","2.99","91","2019"
"Panama","2.97","92","2019"
"Bosnia and Herzegovina","2.83","93","2019"
"Portugal","2.68","94","2019"
"Honduras","2.65","95","2019"
"Eswatini","2.61","96","2019"
"Slovakia","2.6","97","2019"
"Morocco","2.6","98","2019"
"World","2.6","","2019"
"Libya","2.53","99","2019"
"Azerbaijan","2.49","100","2019"
"Latvia","2.48","101","2019"
"Iceland","2.43","102","2019"
"El Salvador","2.38","103","2019"
"San Marino","2.37","104","2019"
"Mozambique","2.31","105","2019"
"Thailand","2.26","106","2019"
"Sri Lanka","2.25","107","2019"
"Costa Rica","2.25","108","2019"
"Korea (the Republic of)","2.24","109","2019"
"Sao Tome and Principe","2.21","110","2019"
"Bolivia (Plurinational State of)","2.21","111","2019"
"Nigeria","2.2","112","2019"
"Peru","2.2","113","2019"
"United States of America (the)","2.16","114","2019"
"Belgium","2.14","115","2019"
"Bahrain","2.14","116","2019"
"Denmark","2.11","117","2019"
"Albania","2.11","118","2019"
"Australia","2.11","119","2019"
"Yemen","2.09","120","2019"
"Spain","2.08","121","2019"
"Russian Federation (the)","2.03","122","2019"
"Andorra","2.01","123","2019"
"Sweden","1.98","124","2019"
"Netherlands (the)","1.95","125","2019"
"Jordan","1.95","126","2019"
"Canada","1.86","127","2019"
"France","1.84","128","2019"
"Burundi","1.84","129","2019"
"Greece","1.8","130","2019"
"Belize","1.76","131","2019"
"Comoros (the)","1.75","132","2019"
"United Kingdom","1.67","133","2019"
"New Zealand","1.63","134","2019"
"Austria","1.49","135","2019"
"Zambia","1.44","136","2019"
"Brazil","1.41","137","2019"
"Belarus","1.4","138","2019"
"Tunisia","1.4","139","2019"
"Palestine, State of","1.36","140","2019"
"Finland","1.34","141","2019"
"Singapore","1.34","142","2019"
"Switzerland","1.21","143","2019"
"Solomon Islands","1.2","144","2019"
"Seychelles","1.19","145","2019"
"Micronesia (Federated States of)","1.17","146","2019"
"Pakistan","1.14","147","2019"
"Suriname","1.09","148","2019"
"Germany","1.05","149","2019"
"Algeria","0.99","150","2019"
"Chile","0.94","151","2019"
"Jamaica","0.89","152","2019"
"Turkey","0.88","153","2019"
"Norway","0.85","154","2019"
"Grenada","0.73","155","2019"
"Tonga","0.73","156","2019"
"Bahamas (the)","0.7","157","2019"
"Qatar","0.68","158","2019"
"Saint Vincent and the Grenadines","0.53","159","2019"
"Kuwait","0.42","160","2019"
"Italy","0.41","161","2019"
"Uruguay","0.35","162","2019"
"Saudi Arabia","0.33","163","2019"
"Japan","0.27","164","2019"
"South Africa","0.11","165","2019"
"Ecuador","0.01","166","2019"
"Nauru","0","176","2019"
"Saint Lucia","-0.07","177","2019"
"Congo (the)","-0.09","178","2019"
"Barbados","-0.1","179","2019"
"Cuba","-0.17","180","2019"
"Mexico","-0.18","181","2019"
"Lesotho","-0.39","182","2019"
"Paraguay","-0.41","183","2019"
"Fiji","-0.45","184","2019"
"Angola","-0.63","185","2019"
"Oman","-0.83","186","2019"
"Namibia","-0.89","187","2019"
"Trinidad and Tobago","-1.25","188","2019"
"Haiti","-1.69","189","2019"
"Palau","-1.9","190","2019"
"Argentina","-2.03","191","2019"
"Sudan (the)","-2.18","192","2019"
"Liberia","-2.47","193","2019"
"Curaçao","-3.4","194","2019"
"Nicaragua","-3.68","195","2019"
"Equatorial Guinea","-5.98","196","2019"
"Zimbabwe","-6.15","197","2019"
"Iran (Islamic Republic of)","-6.79","198","2019"
"Lebanon","-7.16","199","2019"
"Liechtenstein","null","167","2019"
"Holy See (the)","null","168","2019"
"Taiwan","null","169","2019"
"Korea (the Democratic People's Republic of)","null","170","2019"
"Eritrea","null","171","2019"
"South Sudan","null","172","2019"
"Venezuela (Bolivarian Republic of)","null","173","2019"
"Bonaire","null","174","2019"
"Sint Maarten (Dutch part)","null","175","2019"
"Faroe Islands","null","200","2019"
"United States Minor Outlying Islands","null","201","2019"
"Serranilla Bank","null","202","2019"
"Scarborough Reef","null","203","2019"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2019"
"Spratly Islands","null","205","2019"
"American Samoa","null","206","2019"
"Greenland","null","207","2019"
"Guam","null","208","2019"
"Northern Mariana Islands","null","209","2019"
"Puerto Rico","null","210","2019"
"United States Virgin Islands","null","211","2019"
"Somaliland","null","212","2019"
"Northern Cyprus","null","213","2019"
"Cyprus No Mans Area","null","214","2019"
"Western Sahara","null","215","2019"
"Siachen Glacier","null","216","2019"
"Kosovo","null","217","2019"
