"Country","GDP growth (annual %)","Rank","Year"
"Tunisia","2.24","129","2017"
"El Salvador","2.24","130","2017"
"United Kingdom","2.13","131","2017"
"Mexico","2.11","132","2017"
"Serbia","2.1","133","2017"
"Jordan","2.08","134","2017"
"Eswatini","2.02","135","2017"
"Russian Federation (the)","1.82","136","2017"
"Belize","1.81","137","2017"
"Cuba","1.8","138","2017"
"Japan","1.67","139","2017"
"Italy","1.66","140","2017"
"Uruguay","1.62","141","2017"
"Bahamas (the)","1.62","142","2017"
"Belgium","1.61","143","2017"
"Switzerland","1.58","144","2017"
"Suriname","1.56","145","2017"
"Somalia","1.55","146","2017"
"Palestine, State of","1.41","147","2017"
"Colombia","1.35","148","2017"
"Brunei Darussalam","1.32","149","2017"
"Brazil","1.32","150","2017"
"Luxembourg","1.31","151","2017"
"Algeria","1.29","152","2017"
"Chile","1.18","153","2017"
"South Africa","1.15","154","2017"
"Greece","1.09","155","2017"
"North Macedonia","1.08","156","2017"
"Samoa","1.04","157","2017"
"Jamaica","0.99","158","2017"
"Saint Vincent and the Grenadines","0.99","159","2017"
"Saint Kitts and Nevis","0.89","160","2017"
"Kiribati","0.88","161","2017"
"Nigeria","0.8","162","2017"
"Lebanon","0.78","163","2017"
"Sudan (the)","0.7","164","2017"
"Burundi","0.5","165","2017"
"Gabon","0.47","166","2017"
"Barbados","0.47","167","2017"
"Andorra","0.34","168","2017"
"San Marino","0.25","169","2017"
"Azerbaijan","0.19","170","2017"
"Oman","0.1","171","2017"
"Angola","-0.15","180","2017"
"Syrian Arab Republic (the)","-0.73","181","2017"
"Saudi Arabia","-0.75","182","2017"
"Namibia","-1.03","183","2017"
"Qatar","-1.5","184","2017"
"Curaçao","-1.74","185","2017"
"Iraq","-1.82","186","2017"
"Chad","-2.99","187","2017"
"Trinidad and Tobago","-2.99","188","2017"
"Timor-Leste","-3.08","189","2017"
"Lesotho","-3.15","190","2017"
"Palau","-3.29","191","2017"
"Monaco","-3.41","192","2017"
"Congo (the)","-4.39","193","2017"
"Kuwait","-4.72","194","2017"
"Yemen","-5.08","195","2017"
"Equatorial Guinea","-5.67","196","2017"
"Nauru","-5.75","197","2017"
"Sint Maarten (Dutch part)","-5.81","198","2017"
"Dominica","-6.8","199","2017"
"Liechtenstein","null","172","2017"
"Holy See (the)","null","173","2017"
"Taiwan","null","174","2017"
"Korea (the Democratic People's Republic of)","null","175","2017"
"Eritrea","null","176","2017"
"South Sudan","null","177","2017"
"Venezuela (Bolivarian Republic of)","null","178","2017"
"Bonaire","null","179","2017"
"Faroe Islands","null","200","2017"
"United States Minor Outlying Islands","null","201","2017"
"Serranilla Bank","null","202","2017"
"Scarborough Reef","null","203","2017"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2017"
"Spratly Islands","null","205","2017"
"American Samoa","null","206","2017"
"Greenland","null","207","2017"
"Guam","null","208","2017"
"Northern Mariana Islands","null","209","2017"
"Puerto Rico","null","210","2017"
"United States Virgin Islands","null","211","2017"
"Somaliland","null","212","2017"
"Northern Cyprus","null","213","2017"
"Cyprus No Mans Area","null","214","2017"
"Western Sahara","null","215","2017"
"Siachen Glacier","null","216","2017"
"Kosovo","null","217","2017"
