"Country","CO2 emissions (metric tons per capita)","Rank","Year"
"Montenegro","4.04","70","2018"
"Lebanon","4.03","71","2018"
"Argentina","3.98","72","2018"
"Latvia","3.95","73","2018"
"Romania","3.84","74","2018"
"Mexico","3.74","75","2018"
"Thailand","3.71","76","2018"
"Maldives","3.7","77","2018"
"Liechtenstein","3.69","78","2018"
"Botswana","3.64","79","2018"
"Suriname","3.61","80","2018"
"Algeria","3.59","81","2018"
"North Macedonia","3.54","82","2018"
"Sweden","3.53","83","2018"
"Uzbekistan","3.4","84","2018"
"Mauritius","3.26","85","2018"
"Marshall Islands (the)","3.25","86","2018"
"Azerbaijan","3.22","87","2018"
"Malta","3.19","88","2018"
"Moldova (the Republic of)","3.17","89","2018"
"Guyana","3.13","90","2018"
"Jamaica","2.89","91","2018"
"Viet Nam","2.69","92","2018"
"Grenada","2.69","93","2018"
"Lao People's Democratic Republic (the)","2.66","94","2018"
"Tunisia","2.59","95","2018"
"Saint Vincent and the Grenadines","2.54","96","2018"
"Georgia","2.53","97","2018"
"Dominica","2.51","98","2018"
"Egypt","2.5","99","2018"
"Jordan","2.47","100","2018"
"Panama","2.42","101","2018"
"Dominican Republic (the)","2.36","102","2018"
"Ecuador","2.31","103","2018"
"Cuba","2.2","104","2018"
"Indonesia","2.17","105","2018"
"Gabon","2.17","106","2018"
"Fiji","2.15","107","2018"
"Saint Lucia","2.14","108","2018"
"Brazil","2.04","109","2018"
"Bolivia (Plurinational State of)","2","110","2018"
"Albania","1.93","111","2018"
"Uruguay","1.89","112","2018"
"Armenia","1.88","113","2018"
"Morocco","1.85","114","2018"
"Tonga","1.84","115","2018"
"Bhutan","1.82","116","2018"
"India","1.79","117","2018"
"Belize","1.77","118","2018"
"Kyrgyzstan","1.73","119","2018"
"Namibia","1.73","120","2018"
"Peru","1.69","121","2018"
"Costa Rica","1.65","122","2018"
"Syrian Arab Republic (the)","1.64","123","2018"
"Samoa","1.63","124","2018"
"Colombia","1.6","125","2018"
"Micronesia (Federated States of)","1.59","126","2018"
"Philippines (the)","1.33","127","2018"
"Lesotho","1.21","128","2018"
"Paraguay","1.21","129","2018"
"Cabo Verde","1.14","130","2018"
"Guatemala","1.11","131","2018"
"El Salvador","1.06","132","2018"
"Honduras","1.01","133","2018"
"Sri Lanka","0.99","134","2018"
"Pakistan","0.98","135","2018"
"Eswatini","0.95","136","2018"
"Mauritania","0.9","137","2018"
"Angola","0.88","138","2018"
"Papua New Guinea","0.86","139","2018"
"Tuvalu","0.86","140","2018"
"Zimbabwe","0.84","141","2018"
"Tajikistan","0.8","142","2018"
"Nicaragua","0.8","143","2018"
"Korea (the Democratic People's Republic of)","0.7","144","2018"
"Kiribati","0.69","145","2018"
"Cambodia","0.68","146","2018"
"Benin","0.68","147","2018"
"Nigeria","0.66","148","2018"
"Sao Tome and Principe","0.66","149","2018"
"Senegal","0.62","150","2018"
"Congo (the)","0.61","151","2018"
"Vanuatu","0.61","152","2018"
"Myanmar","0.6","153","2018"
"Solomon Islands","0.56","154","2018"
"Ghana","0.54","155","2018"
"Bangladesh","0.51","156","2018"
"Djibouti","0.51","157","2018"
"Timor-Leste","0.5","158","2018"
"Sudan (the)","0.48","159","2018"
"Zambia","0.44","160","2018"
"Nepal","0.42","161","2018"
"Côte d'Ivoire","0.39","162","2018"
"Kenya","0.35","163","2018"
"Cameroon","0.34","164","2018"
"Yemen","0.32","165","2018"
"Comoros (the)","0.31","166","2018"
"Mali","0.29","167","2018"
"Haiti","0.29","168","2018"
"Togo","0.28","169","2018"
"Liberia","0.27","170","2018"
"Guinea","0.25","171","2018"
"Gambia (the)","0.24","172","2018"
"Eritrea","0.23","173","2018"
"Mozambique","0.22","174","2018"
"Burkina Faso","0.21","175","2018"
"Afghanistan","0.2","176","2018"
"Tanzania, the United Republic of","0.2","177","2018"
"Guinea-Bissau","0.16","178","2018"
"Ethiopia","0.14","179","2018"
"Uganda","0.14","180","2018"
"Sierra Leone","0.13","181","2018"
"Madagascar","0.12","182","2018"
"South Sudan","0.12","183","2018"
"Niger (the)","0.1","184","2018"
"Malawi","0.08","185","2018"
"Rwanda","0.08","186","2018"
"Central African Republic (the)","0.07","187","2018"
"Chad","0.06","188","2018"
"Burundi","0.05","189","2018"
"Somalia","0.04","190","2018"
"Congo (the Democratic Republic of the)","0.02","191","2018"
"San Marino","null","192","2018"
"Holy See (the)","null","193","2018"
"Monaco","null","194","2018"
"Taiwan","null","195","2018"
"Palestine, State of","null","196","2018"
"Bonaire","null","197","2018"
"Curaçao","null","198","2018"
"Sint Maarten (Dutch part)","null","199","2018"
"Faroe Islands","null","200","2018"
"United States Minor Outlying Islands","null","201","2018"
"Serranilla Bank","null","202","2018"
"Scarborough Reef","null","203","2018"
"Bajo Nuevo Bank (Petrel Is.)","null","204","2018"
"Spratly Islands","null","205","2018"
"American Samoa","null","206","2018"
"Greenland","null","207","2018"
"Guam","null","208","2018"
"Northern Mariana Islands","null","209","2018"
"Puerto Rico","null","210","2018"
"United States Virgin Islands","null","211","2018"
"Somaliland","null","212","2018"
"Northern Cyprus","null","213","2018"
"Cyprus No Mans Area","null","214","2018"
"Western Sahara","null","215","2018"
"Siachen Glacier","null","216","2018"
"Kosovo","null","217","2018"
